状态,时间,文件大小,文件路径
成功,2023-06-29 12:22:48,3.94MB,/workspaces/Amine/Server_upload/[DMG&VCB-Studio] Sword Art Online Progressive - Hoshinaki Yoru no Aria [Ma10p_1080p]/SPs/[DMG&VCB-Studio] Sword Art Online Progressive - Hoshinaki Yoru no Aria [Menu02][Ma10p_1080p][x265_flac].mkv
